"sbjCode","condit","exp","file","Category","x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9"
"228","mixed","mc24","dot_cond4_sub228.txt",2,-11,6,-8,-9,-1,-2,-4,1,-13,-13,-14,9,10,-7,-10,-11,-8,9
"228","mixed","mc24","dot_cond4_sub228.txt",3,1,13,7,-3,15,1,10,-13,-13,14,-3,-9,-7,-8,12,-1,-5,10
"229","low","mc24","dot_cond1_sub229.txt",1,-2,-10,0,-13,5,0,-2,-3,12,15,-14,13,5,4,-4,-11,-3,14
"229","low","mc24","dot_cond1_sub229.txt",2,-13,2,2,-10,5,-14,0,-8,8,-5,13,-5,-10,2,-4,-1,-11,-11
"229","low","mc24","dot_cond1_sub229.txt",3,15,0,-12,-8,-1,12,-8,6,-15,-13,6,1,-1,-2,-4,-5,10,12
"230","medium","mc24","dot_cond2_sub230.txt",1,3,9,-11,-8,-7,-2,14,-13,6,-13,-11,-12,0,-3,-10,12,-6,9
"230","medium","mc24","dot_cond2_sub230.txt",2,10,-4,15,-3,15,9,-2,14,-5,3,8,-8,1,-12,-2,-8,-5,-14
"230","medium","mc24","dot_cond2_sub230.txt",3,12,10,4,-14,-1,-4,-9,16,-7,-3,14,7,14,13,10,-5,-4,-4
"231","high","mc24","dot_cond3_sub231.txt",1,-1,15,-10,1,-2,-12,13,3,-13,15,-10,13,15,16,-6,-4,-7,10
"231","high","mc24","dot_cond3_sub231.txt",2,-13,5,13,14,8,9,-9,6,3,7,11,12,11,-5,12,8,1,-3
"231","high","mc24","dot_cond3_sub231.txt",3,-6,-1,11,0,-12,-9,5,13,6,-12,0,-7,-11,-12,3,-6,-9,10
"232","mixed","mc24","dot_cond4_sub232.txt",1,6,1,-4,13,16,0,12,-4,-9,-4,6,-2,-6,-5,1,8,8,10
"232","mixed","mc24","dot_cond4_sub232.txt",2,-3,-1,-6,13,-14,2,15,11,13,-3,1,3,1,-8,-12,16,-15,-14
"232","mixed","mc24","dot_cond4_sub232.txt",3,-8,-8,0,-7,12,10,-14,-10,-1,-12,11,-10,-7,-10,0,10,-15,-14
"233","low","mc24","dot_cond1_sub233.txt",1,11,-8,4,-7,12,-3,-9,3,5,2,-5,4,10,2,-3,9,14,5
"233","low","mc24","dot_cond1_sub233.txt",2,8,5,2,6,-11,-3,5,-13,-5,0,-1,5,-2,-9,11,4,11,-13
"233","low","mc24","dot_cond1_sub233.txt",3,-13,5,-4,8,-4,-13,6,7,7,16,-13,14,1,15,9,10,-9,-11
"234","medium","mc24","dot_cond2_sub234.txt",1,13,9,13,-9,9,-12,-13,-9,8,0,-7,4,2,-8,1,11,3,5
"234","medium","mc24","dot_cond2_sub234.txt",2,-1,15,2,-15,15,0,9,3,13,-4,-7,-8,10,0,-3,-4,1,8
"234","medium","mc24","dot_cond2_sub234.txt",3,14,-13,2,4,4,8,-5,13,-5,10,4,-3,14,2,-13,-9,-12,1
"235","high","mc24","dot_cond3_sub235.txt",1,16,-8,-8,-10,7,-12,4,11,-1,9,-4,9,-1,-13,-12,12,-12,6
"235","high","mc24","dot_cond3_sub235.txt",2,-6,-12,-15,4,-13,11,13,8,-6,-8,-13,-1,-3,-5,-4,-13,1,0
"235","high","mc24","dot_cond3_sub235.txt",3,-6,-10,6,-14,-14,6,7,-3,-9,-4,0,14,-3,8,-8,-8,3,12
"236","mixed","mc24","dot_cond4_sub236.txt",1,-10,-4,-4,13,-15,-2,-1,-3,4,-6,-5,-5,-1,-8,-12,6,5,10
"236","mixed","mc24","dot_cond4_sub236.txt",2,6,-8,-11,14,-3,7,7,14,13,-2,13,-6,-6,3,1,0,2,9
"236","mixed","mc24","dot_cond4_sub236.txt",3,-14,14,-8,-3,14,11,0,-1,-10,0,6,0,-9,-14,-11,14,1,14
"237","low","mc24","dot_cond1_sub237.txt",1,5,-12,3,-6,8,-7,-9,-8,10,-6,-4,-14,-12,16,-14,-4,-6,-5
"237","low","mc24","dot_cond1_sub237.txt",2,9,10,-4,1,-13,10,-11,-2,11,14,13,11,3,-3,-13,0,-6,6
"237","low","mc24","dot_cond1_sub237.txt",3,-6,-1,-7,12,3,12,-4,-5,-6,5,0,-1,-5,13,6,-13,-5,-10
"238","medium","mc24","dot_cond2_sub238.txt",1,16,-7,0,9,14,4,3,3,0,-10,0,-13,6,-12,10,3,-7,7
"238","medium","mc24","dot_cond2_sub238.txt",2,-1,-4,6,-1,0,11,-10,3,-10,9,-14,11,6,-13,14,15,-15,13
"238","medium","mc24","dot_cond2_sub238.txt",3,-7,14,-8,-4,6,-7,-4,-10,6,0,-5,10,6,-4,-5,1,-5,-2
"239","high","mc24","dot_cond3_sub239.txt",1,11,-2,1,-6,-8,-13,-3,-4,-1,-14,11,-5,6,-5,-15,10,9,12
"239","high","mc24","dot_cond3_sub239.txt",2,-10,11,-5,4,4,-3,9,15,-3,-6,4,-12,-1,-1,2,-11,6,14
"239","high","mc24","dot_cond3_sub239.txt",3,13,16,6,16,-9,-9,11,9,-11,12,-12,0,1,-6,-6,-13,11,-15
"24","mixed","mc24","dot_cond4_sub24.txt",1,-1,-10,-9,1,7,9,-11,-3,-1,5,12,11,-11,4,4,1,2,4
"24","mixed","mc24","dot_cond4_sub24.txt",2,-5,-1,16,-1,-12,14,-4,-5,0,-10,8,-2,-6,-6,-10,10,5,5
"24","mixed","mc24","dot_cond4_sub24.txt",3,-1,15,-15,6,10,15,-3,-3,10,8,-12,-5,-1,-11,-5,-9,3,-2
"240","mixed","mc24","dot_cond4_sub240.txt",1,-11,16,-2,4,16,-8,14,-13,-10,-7,-12,13,-9,-15,-8,6,14,6
"240","mixed","mc24","dot_cond4_sub240.txt",2,14,3,13,1,15,14,-12,-14,-15,-4,-6,-14,-12,4,-14,5,12,7
"240","mixed","mc24","dot_cond4_sub240.txt",3,-5,-13,2,-4,-11,11,3,5,1,4,5,-2,-8,5,-4,5,-1,7
"241","medium","mc24","dot_cond2_sub241.txt",1,5,-11,5,-5,8,-12,6,9,-8,4,-13,-4,-11,-8,3,-13,6,-3
"241","medium","mc24","dot_cond2_sub241.txt",2,4,2,16,7,13,-8,8,5,-15,-2,0,7,-2,16,5,5,-11,15
"241","medium","mc24","dot_cond2_sub241.txt",3,5,1,13,3,4,-7,7,12,14,5,-6,6,1,-3,-7,14,-1,1
"242","medium","mc24","dot_cond2_sub242.txt",1,2,11,-4,-8,1,-12,14,-7,-8,-14,4,1,-1,9,-3,-3,2,2
"242","medium","mc24","dot_cond2_sub242.txt",2,-12,2,-6,-8,12,15,14,10,-13,10,-14,0,-15,13,7,-1,-13,-15
"242","medium","mc24","dot_cond2_sub242.txt",3,-4,-3,12,-3,-9,4,-2,9,-1,-7,5,10,0,-12,2,7,14,3
"243","high","mc24","dot_cond3_sub243.txt",1,-11,8,-2,-11,-6,10,0,4,-8,-14,12,14,-2,-1,2,-12,15,-2
"243","high","mc24","dot_cond3_sub243.txt",2,12,-5,-2,-2,-6,-2,0,-12,0,15,-6,-13,-14,-1,-2,-9,-7,14
"243","high","mc24","dot_cond3_sub243.txt",3,9,14,3,-3,-5,-11,-9,11,12,11,-2,-14,-14,-13,1,5,-7,2
"244","mixed","mc24","dot_cond4_sub244.txt",1,10,-1,13,-2,-8,-7,8,5,8,14,8,-10,-7,10,14,-6,11,5
"244","mixed","mc24","dot_cond4_sub244.txt",2,0,7,16,7,-7,9,1,10,-12,-14,0,-7,14,-13,-5,-13,10,-10
"244","mixed","mc24","dot_cond4_sub244.txt",3,13,14,-6,-14,-10,-4,-7,1,-11,9,-2,2,0,11,-6,5,15,16
"245","low","mc24","dot_cond1_sub245.txt",1,-12,16,0,1,3,10,-2,2,-12,-9,-7,9,-1,-1,9,0,-2,-15
"245","low","mc24","dot_cond1_sub245.txt",2,4,5,14,4,-13,-4,11,9,6,-12,-4,16,-3,-6,-6,-3,9,-10
"245","low","mc24","dot_cond1_sub245.txt",3,-1,0,0,11,-1,-6,6,-10,-5,-5,-2,14,5,7,4,5,7,12
"246","medium","mc24","dot_cond2_sub246.txt",1,12,-9,-4,-7,-7,-9,-8,6,14,-13,-1,-9,-10,5,2,-2,1,-14
"246","medium","mc24","dot_cond2_sub246.txt",2,1,14,-1,8,-7,6,7,-11,-14,-5,-12,-9,-8,-14,-12,8,-6,14
"246","medium","mc24","dot_cond2_sub246.txt",3,14,-12,-14,-8,9,-4,2,5,9,5,-9,3,0,16,3,-10,-12,10
"247","high","mc24","dot_cond3_sub247.txt",1,-13,-8,-5,-6,-5,-15,5,11,-3,13,11,7,15,-4,10,-13,-4,-11
"247","high","mc24","dot_cond3_sub247.txt",2,-8,-2,-6,-13,-14,8,12,5,3,-5,12,-12,-3,3,-14,-4,-14,15
"247","high","mc24","dot_cond3_sub247.txt",3,2,-12,-9,0,13,-3,-7,-3,-11,-2,-12,15,3,-15,7,14,10,-11
"249","low","mc24","dot_cond1_sub249.txt",1,-6,10,7,-8,-4,1,-11,-8,-5,3,-11,-1,-9,-2,-2,12,14,-6
"249","low","mc24","dot_cond1_sub249.txt",2,-1,-7,13,1,-11,2,11,14,-14,9,9,4,-5,12,-11,-3,-10,6
"249","low","mc24","dot_cond1_sub249.txt",3,-6,5,15,-1,-3,5,0,10,10,10,0,-14,9,-7,2,-1,2,14
"25","low","mc24","dot_cond1_sub25.txt",1,13,7,15,3,-3,-11,-6,11,-8,15,8,0,0,-8,-9,3,-12,11
"25","low","mc24","dot_cond1_sub25.txt",2,-8,12,7,10,-4,-8,-12,10,-9,15,15,-1,9,-3,6,0,15,6
"25","low","mc24","dot_cond1_sub25.txt",3,2,10,-10,-2,-5,2,-4,-5,14,8,11,-3,-6,0,-14,-14,0,-1
"250","medium","mc24","dot_cond2_sub250.txt",1,7,13,-7,-14,-12,3,-13,-8,3,-7,-15,-4,-4,0,1,-4,0,0
"250","medium","mc24","dot_cond2_sub250.txt",2,15,-4,-6,9,13,-5,-7,-7,-15,-12,-3,0,15,9,-7,-3,13,16
"250","medium","mc24","dot_cond2_sub250.txt",3,-1,13,6,15,7,6,1,0,9,1,-8,13,14,-7,-13,-8,-8,-3
"251","high","mc24","dot_cond3_sub251.txt",1,13,-6,4,-13,-9,4,-9,0,-3,-4,-8,15,11,6,1,0,9,-12
"251","high","mc24","dot_cond3_sub251.txt",2,-2,-4,11,-14,13,15,8,5,-13,-12,-6,-14,-8,9,1,-14,1,3
"251","high","mc24","dot_cond3_sub251.txt",3,-13,11,-9,16,-1,9,-5,12,-2,4,-14,9,-7,-3,11,-10,-10,7
"252","mixed","mc24","dot_cond4_sub252.txt",1,-1,10,-7,9,9,13,-11,4,-11,14,7,14,-7,0,7,3,6,5
"252","mixed","mc24","dot_cond4_sub252.txt",2,-12,15,-8,-13,-4,-13,-5,5,-6,0,-6,-3,12,3,10,16,2,9
"252","mixed","mc24","dot_cond4_sub252.txt",3,9,10,-3,4,10,-2,13,13,7,-5,-1,5,9,4,3,5,-6,-7
"253","low","mc24","dot_cond1_sub253.txt",1,11,10,-2,-14,-10,13,15,10,5,-4,11,0,-13,7,-7,-8,1,-2
"253","low","mc24","dot_cond1_sub253.txt",2,8,8,1,4,-4,15,14,-10,-9,-1,-9,11,6,-2,-9,7,12,7
"253","low","mc24","dot_cond1_sub253.txt",3,14,13,7,4,6,-8,-5,-2,7,-6,-7,-1,-6,8,2,-4,-2,15
"254","medium","mc24","dot_cond2_sub254.txt",1,8,9,-1,-10,11,-4,15,8,-11,12,1,7,2,14,-6,9,3,-11
"254","medium","mc24","dot_cond2_sub254.txt",2,-10,8,-2,-3,12,-7,-11,-10,-2,-14,-9,-2,-6,-7,10,9,1,15
"254","medium","mc24","dot_cond2_sub254.txt",3,-11,-6,-5,15,-9,-3,-14,-2,5,14,8,-14,-7,-1,-12,7,8,11
"255","high","mc24","dot_cond3_sub255.txt",1,-2,10,1,3,-10,2,14,5,-7,15,-6,2,-4,0,1,-12,5,4
"255","high","mc24","dot_cond3_sub255.txt",2,12,1,-10,1,6,-6,8,-15,-8,5,10,-8,-3,-3,-9,-1,-5,0
"255","high","mc24","dot_cond3_sub255.txt",3,-7,-13,-12,0,13,-13,-12,-14,-7,-3,-13,15,7,9,-4,-11,-10,-1
"256","mixed","mc24","dot_cond4_sub256.txt",1,4,6,1,0,-7,16,6,10,-15,-9,-12,3,5,3,14,-11,-6,13
"256","mixed","mc24","dot_cond4_sub256.txt",2,-10,7,1,-10,-6,5,15,4,2,6,10,6,-2,-5,13,13,12,15
"256","mixed","mc24","dot_cond4_sub256.txt",3,12,-7,-9,-6,4,-1,11,-11,-12,6,-6,-9,-3,-6,14,-5,-13,13
"257","low","mc24","dot_cond1_sub257.txt",1,-6,-9,2,1,-3,10,7,-3,-5,-7,-14,-1,-6,14,-9,7,10,-14
"257","low","mc24","dot_cond1_sub257.txt",2,-3,9,12,6,14,14,4,-13,2,11,4,10,-1,-9,-7,7,7,-8
"257","low","mc24","dot_cond1_sub257.txt",3,5,14,0,-11,4,-11,0,14,15,2,-4,5,-5,9,-14,0,14,9
"258","medium","mc24","dot_cond2_sub258.txt",1,-11,6,6,4,12,10,-13,-3,5,15,7,-12,13,-11,1,3,-6,-4
"258","medium","mc24","dot_cond2_sub258.txt",2,12,13,-13,-7,16,7,-6,-2,-6,5,-2,-14,-11,-14,-3,2,0,-7
"258","medium","mc24","dot_cond2_sub258.txt",3,-9,3,-9,-12,-12,5,-14,6,-4,4,-3,10,-1,0,13,-11,7,0
"259","high","mc24","dot_cond3_sub259.txt",1,-6,15,-10,-11,13,13,10,-11,1,-14,11,2,-10,8,9,1,1,8
"259","high","mc24","dot_cond3_sub259.txt",2,4,-9,3,-4,-13,-13,-7,15,-14,-8,-9,11,11,-8,-14,4,12,11
"259","high","mc24","dot_cond3_sub259.txt",3,8,14,-4,-13,-8,-15,-12,9,-2,-9,-7,6,14,-3,4,-10,-14,1
"260","mixed","mc24","dot_cond4_sub260.txt",1,11,-9,-10,-8,-8,-4,-1,1,-4,6,-14,-8,-12,-9,-11,5,-1,-8
"260","mixed","mc24","dot_cond4_sub260.txt",2,16,-9,13,4,15,9,-5,9,-11,-14,-3,12,11,-11,-1,-12,9,-3
"260","mixed","mc24","dot_cond4_sub260.txt",3,3,-11,-10,9,-15,0,14,-3,10,6,11,8,-12,-12,13,12,-2,1
"261","low","mc24","dot_cond1_sub261.txt",1,-10,-6,-14,16,-4,-9,-2,7,3,12,-2,-4,-3,3,10,-9,-5,-3
"261","low","mc24","dot_cond1_sub261.txt",2,-12,-9,12,1,-4,-3,0,11,5,-5,6,7,-14,8,-11,-14,10,6
"261","low","mc24","dot_cond1_sub261.txt",3,12,-11,-11,9,-11,-9,14,0,13,5,-2,-4,8,1,9,-2,5,0
"262","medium","mc24","dot_cond2_sub262.txt",1,-1,2,-15,11,-10,1,-3,-12,-14,-1,0,9,-5,5,-9,-3,9,12
"262","medium","mc24","dot_cond2_sub262.txt",2,-13,-1,-8,-8,-13,-6,-4,13,-5,5,2,6,16,15,15,5,-3,-13
"262","medium","mc24","dot_cond2_sub262.txt",3,-3,13,-5,-14,-13,-2,-10,3,-5,10,15,-7,-6,15,-9,14,-10,-5
"263","high","mc24","dot_cond3_sub263.txt",1,-13,15,8,6,4,-1,-5,-11,-11,-6,1,-14,-13,8,5,-7,3,13
"263","high","mc24","dot_cond3_sub263.txt",2,6,-6,-2,0,-6,15,14,3,7,15,-7,-4,0,-8,-7,-11,2,11
"263","high","mc24","dot_cond3_sub263.txt",3,-11,14,-2,6,11,11,-5,-10,8,-9,14,-13,0,14,0,-6,-3,13
"264","mixed","mc24","dot_cond4_sub264.txt",1,-2,-7,-7,-13,-1,7,-11,-5,14,-9,-12,2,8,-4,-2,-14,3,5
"264","mixed","mc24","dot_cond4_sub264.txt",2,5,10,-6,13,3,2,16,9,0,-11,-13,-12,-12,0,-7,-12,-9,-1
"264","mixed","mc24","dot_cond4_sub264.txt",3,6,14,15,15,-13,12,10,-3,-4,15,-9,11,4,-9,15,9,-11,9
"265","low","mc24","dot_cond1_sub265.txt",1,-2,4,-5,1,-11,7,-2,-12,12,-1,-12,-3,12,-4,-3,-4,-14,-2
"265","low","mc24","dot_cond1_sub265.txt",2,11,-3,8,7,1,-6,3,8,-12,14,13,-1,15,10,-9,5,10,11
"265","low","mc24","dot_cond1_sub265.txt",3,1,-8,8,14,-1,-12,7,2,5,12,3,10,13,-12,-3,2,9,-5
"266","medium","mc24","dot_cond2_sub266.txt",1,-8,-2,2,14,-2,-4,5,6,9,-2,-11,-13,-15,12,1,-1,-8,-13
"266","medium","mc24","dot_cond2_sub266.txt",2,1,9,-4,11,13,-8,-1,-14,-13,9,-11,-8,-8,10,10,14,15,-13
"266","medium","mc24","dot_cond2_sub266.txt",3,12,-3,6,4,-14,-2,15,-13,7,10,3,10,15,-10,11,2,-12,6
"268","mixed","mc24","dot_cond4_sub268.txt",1,-9,16,-13,-1,-7,-5,-14,15,-4,-7,12,-15,14,2,3,10,0,7
"268","mixed","mc24","dot_cond4_sub268.txt",2,5,4,0,-9,-13,5,-1,-12,-4,-3,0,3,6,13,-2,9,0,-3
"268","mixed","mc24","dot_cond4_sub268.txt",3,-7,4,13,8,-13,-13,-7,15,5,4,-15,11,-9,7,15,5,-7,0
"269","low","mc24","dot_cond1_sub269.txt",1,15,11,9,-9,-2,-4,3,-2,6,7,-3,12,-2,-12,-10,11,6,-3
"269","low","mc24","dot_cond1_sub269.txt",2,0,-5,2,13,13,-4,-6,4,-7,2,-6,15,-6,-15,4,-5,-11,7
"269","low","mc24","dot_cond1_sub269.txt",3,16,15,-13,1,-14,-14,8,6,-9,-13,8,13,4,15,1,-9,7,-13
"270","medium","mc24","dot_cond2_sub270.txt",1,10,-15,-11,0,7,8,2,3,-1,-14,-6,-13,4,-11,3,12,3,-9
"270","medium","mc24","dot_cond2_sub270.txt",2,-6,3,6,0,11,7,8,10,-3,-7,-15,-1,15,3,-11,8,3,11
"270","medium","mc24","dot_cond2_sub270.txt",3,-6,-12,-10,-6,4,12,2,5,-6,16,-10,-15,11,-6,-10,-9,16,3
"271","high","mc24","dot_cond3_sub271.txt",1,-6,3,14,6,-8,10,-9,6,1,-12,10,-14,-5,10,15,-14,-3,-13
"271","high","mc24","dot_cond3_sub271.txt",2,2,16,13,14,13,-6,15,-15,-11,7,9,-11,-12,5,-14,10,4,-10
"271","high","mc24","dot_cond3_sub271.txt",3,6,-10,-5,3,-2,-5,1,-10,-5,-7,10,11,-13,-14,9,14,-13,6
"272","mixed","mc24","dot_cond4_sub272.txt",1,-10,10,-10,-4,-7,-3,3,-12,-5,12,-9,-12,-13,-11,12,11,-5,-11
"272","mixed","mc24","dot_cond4_sub272.txt",2,-4,-9,-12,-7,-10,-3,-8,2,6,9,-6,3,-13,-2,3,6,3,1
"272","mixed","mc24","dot_cond4_sub272.txt",3,-6,-3,-13,-13,5,-15,4,0,13,13,-12,8,7,4,-5,1,-11,5
"273","low","mc24","dot_cond1_sub273.txt",1,9,6,-12,-10,10,-14,13,-6,10,-11,-12,9,6,8,-13,-5,-3,13
"273","low","mc24","dot_cond1_sub273.txt",2,5,-4,13,15,-4,-7,12,-11,-14,-11,-13,14,4,-7,-4,-13,-13,4
"273","low","mc24","dot_cond1_sub273.txt",3,-10,6,12,13,5,6,6,0,-5,-5,1,-3,5,15,-13,14,7,14
"274","medium","mc24","dot_cond2_sub274.txt",1,9,12,8,-13,0,4,3,7,-13,4,-6,-9,14,8,-6,6,1,-14
"274","medium","mc24","dot_cond2_sub274.txt",2,-14,2,0,4,8,7,5,-1,16,-11,9,5,12,-4,-10,4,-8,11
"274","medium","mc24","dot_cond2_sub274.txt",3,13,6,-9,5,9,-7,1,16,-11,-7,-5,11,-3,-6,5,-10,4,13
"275","high","mc24","dot_cond3_sub275.txt",1,-7,-14,4,9,-15,14,-6,-11,5,-9,2,-8,2,1,8,9,-12,-8
"275","high","mc24","dot_cond3_sub275.txt",2,14,4,-9,5,13,-9,-9,-4,-8,-12,15,8,-14,8,13,9,-13,-11
"275","high","mc24","dot_cond3_sub275.txt",3,8,7,-15,-11,-2,2,-8,-2,3,11,1,4,-11,6,11,-5,6,-7
"276","mixed","mc24","dot_cond4_sub276.txt",1,4,-7,-1,-14,-7,-4,11,7,1,-9,12,-5,-8,-12,-5,2,11,16
"276","mixed","mc24","dot_cond4_sub276.txt",2,5,9,8,-11,5,-3,-4,-1,1,13,9,0,16,6,5,6,15,-10
"276","mixed","mc24","dot_cond4_sub276.txt",3,11,-6,-13,-7,6,15,3,-12,-4,-5,-2,-12,0,-8,-9,4,1,15
"277","low","mc24","dot_cond1_sub277.txt",1,-1,-5,6,-8,-2,9,-9,7,11,-13,5,14,-13,13,8,8,11,-2
"277","low","mc24","dot_cond1_sub277.txt",2,-7,1,-3,-8,0,-4,8,5,-12,13,11,1,0,-7,-12,2,16,-4
"277","low","mc24","dot_cond1_sub277.txt",3,-7,-10,0,13,14,-1,2,-9,12,8,5,13,3,0,4,6,-1,-9
"278","low","mc24","dot_cond1_sub278.txt",1,10,-15,10,8,-14,-12,-1,-2,9,1,-14,12,-14,9,0,-6,5,-10
"278","low","mc24","dot_cond1_sub278.txt",2,-10,5,-14,8,-2,8,-15,-12,-9,-1,1,-3,-3,-8,-1,11,2,-10
"278","low","mc24","dot_cond1_sub278.txt",3,-4,-8,9,8,8,10,9,-6,-4,4,3,-10,-1,13,4,-7,-6,-11
"279","medium","mc24","dot_cond2_sub279.txt",1,5,8,9,-12,16,-5,-8,-12,7,-9,1,-1,-14,-10,-1,-13,-9,15
"279","medium","mc24","dot_cond2_sub279.txt",2,14,12,-1,1,7,-5,-5,8,-12,-11,9,-8,0,-14,-7,-13,-3,10
"279","medium","mc24","dot_cond2_sub279.txt",3,14,15,2,8,-5,-6,11,-6,-13,1,14,-1,-13,15,11,0,-1,-1
"28","mixed","mc24","dot_cond4_sub28.txt",1,4,4,2,-7,-11,11,4,-10,-4,-3,8,4,0,-9,-6,-11,-6,4
"28","mixed","mc24","dot_cond4_sub28.txt",2,12,1,-4,9,-14,-6,-11,-1,6,1,14,-8,4,16,9,-13,-2,12
"28","mixed","mc24","dot_cond4_sub28.txt",3,13,3,-4,7,-12,15,0,-14,-15,-10,12,-7,10,16,12,5,0,-1
"280","high","mc24","dot_cond3_sub280.txt",1,6,-8,7,4,-15,4,-6,8,-7,14,12,11,9,-7,0,5,4,1
"280","high","mc24","dot_cond3_sub280.txt",2,3,0,-1,-5,-7,-4,7,4,-2,-11,-9,11,11,1,14,2,-7,-11
"280","high","mc24","dot_cond3_sub280.txt",3,-5,7,14,14,7,-1,9,-13,13,9,0,-1,5,6,11,-10,13,4
"281","mixed","mc24","dot_cond4_sub281.txt",1,1,-10,12,7,-15,9,-12,12,-5,-7,9,-15,2,-15,3,-9,2,-2
"281","mixed","mc24","dot_cond4_sub281.txt",2,-13,12,-12,1,2,-12,4,15,-3,6,-12,-15,11,-14,-1,14,3,-8
"281","mixed","mc24","dot_cond4_sub281.txt",3,13,12,8,-13,-5,-11,-3,3,-15,0,5,-15,-11,-12,-15,-5,-10,-8
"282","low","mc24","dot_cond1_sub282.txt",1,-4,0,11,11,14,4,-3,5,-9,14,11,-13,-3,-7,-5,3,6,3
"282","low","mc24","dot_cond1_sub282.txt",2,-13,-8,13,2,-12,3,12,-3,15,-1,12,-15,8,-6,-8,2,11,1
"282","low","mc24","dot_cond1_sub282.txt",3,-8,9,0,14,-6,-8,-5,9,12,5,3,11,12,-9,-6,4,-5,-15
"283","medium","mc24","dot_cond2_sub283.txt",1,3,-4,12,-3,-11,-1,-12,4,-3,-9,-7,11,4,16,1,-2,-14,-9
"283","medium","mc24","dot_cond2_sub283.txt",2,-11,0,-13,11,0,5,12,-8,-3,-6,-4,4,13,6,10,4,-13,1
"283","medium","mc24","dot_cond2_sub283.txt",3,0,12,-6,9,12,-15,8,0,-9,1,-1,10,-2,-4,0,-14,-1,7
"284","high","mc24","dot_cond3_sub284.txt",1,15,-4,15,12,-5,15,10,1,-10,8,13,-7,9,9,-14,12,8,-3
"284","high","mc24","dot_cond3_sub284.txt",2,-12,-5,3,-3,14,5,8,14,-4,6,0,-6,5,12,13,8,-6,12
"284","high","mc24","dot_cond3_sub284.txt",3,1,-5,4,-12,-5,-6,-13,12,8,-10,-3,-8,15,4,2,-8,-8,16
"285","mixed","mc24","dot_cond4_sub285.txt",1,-15,-3,-10,-4,11,0,-5,14,8,-15,13,3,-2,-10,-9,-10,13,-3
"285","mixed","mc24","dot_cond4_sub285.txt",2,6,15,15,-3,4,-10,2,-14,-5,1,-6,-14,-4,11,2,-1,-3,-6
"285","mixed","mc24","dot_cond4_sub285.txt",3,1,0,4,3,-8,-9,-11,-7,2,-14,-10,2,5,-3,-2,9,2,-2
"286","low","mc24","dot_cond1_sub286.txt",1,5,-8,12,-8,-14,13,-2,-12,9,16,13,2,-13,-8,15,13,6,2
"286","low","mc24","dot_cond1_sub286.txt",2,5,4,-13,1,-14,-14,-6,15,-15,2,-3,-10,-11,-1,8,2,-11,9
"286","low","mc24","dot_cond1_sub286.txt",3,-11,7,-1,-3,2,-4,13,9,8,-7,11,-9,-1,9,8,-15,12,-11
"287","medium","mc24","dot_cond2_sub287.txt",1,14,-7,1,-9,2,-2,9,4,16,-13,-3,10,8,-8,15,1,8,16
"287","medium","mc24","dot_cond2_sub287.txt",2,8,4,-12,4,6,13,-15,-11,1,-6,12,9,-9,11,-13,11,-6,13
"287","medium","mc24","dot_cond2_sub287.txt",3,-1,3,9,0,-14,-9,5,-1,-13,-11,-8,11,-13,10,11,-2,14,-11
"288","high","mc24","dot_cond3_sub288.txt",1,2,10,5,16,9,-13,0,-10,-4,-1,3,2,13,-14,4,-3,-4,-11
"288","high","mc24","dot_cond3_sub288.txt",2,15,-6,-4,-9,7,4,-15,2,8,-5,-8,-7,-14,4,14,-1,-11,-9
"288","high","mc24","dot_cond3_sub288.txt",3,15,11,2,10,-2,7,5,-2,-13,5,13,-12,1,2,-5,-3,-4,14
"289","mixed","mc24","dot_cond4_sub289.txt",1,-13,6,12,0,15,-1,-14,-4,-5,-10,-15,3,-7,15,9,14,14,-6
"289","mixed","mc24","dot_cond4_sub289.txt",2,-4,-14,-14,15,-7,10,2,16,-5,-7,-4,6,9,7,1,-9,0,9
"289","mixed","mc24","dot_cond4_sub289.txt",3,-9,0,-14,1,0,10,5,-14,11,2,9,0,15,-8,-7,-5,5,10
"29","low","mc24","dot_cond1_sub29.txt",1,7,4,-11,-15,-14,-13,-4,-5,2,0,13,11,-4,13,0,10,4,-13
"29","low","mc24","dot_cond1_sub29.txt",2,6,-3,-2,9,13,-6,7,-13,-9,-12,12,16,0,12,-12,9,14,-2
"29","low","mc24","dot_cond1_sub29.txt",3,2,-7,-5,12,-12,-12,10,-12,6,2,-9,12,14,12,-11,-4,12,-8
"290","low","mc24","dot_cond1_sub290.txt",1,9,13,8,2,-13,15,7,4,-1,10,4,-3,5,8,-3,-3,2,13
"290","low","mc24","dot_cond1_sub290.txt",2,-4,-12,5,0,13,-1,12,-14,0,-9,-13,13,-7,1,7,14,-10,-2
"290","low","mc24","dot_cond1_sub290.txt",3,-3,-12,9,11,-4,-10,-10,6,15,0,-1,12,5,6,15,13,4,2
"291","medium","mc24","dot_cond2_sub291.txt",1,-3,-7,9,-3,-3,10,11,-2,-1,-6,-1,-2,1,15,-10,-4,5,9
"291","medium","mc24","dot_cond2_sub291.txt",2,-2,14,-15,-5,5,0,5,13,-10,15,-14,13,-1,10,2,14,-4,-7
"291","medium","mc24","dot_cond2_sub291.txt",3,6,10,0,-11,-3,8,5,8,4,-3,-8,8,-6,7,-10,4,-2,-4
